Owner_info,bhk_info,area_info,location_info,cons_info,prince_in_cr_info,price_sq_ft
OWNER,2,1170 ,Hosa Road,Ready to move,69 L,"5,897 / sq ft"
OWNER,4,4500 ,Nagarbhavi,Under Construction,2.35 Cr,"5,222 / sq ft"
OWNER,2,922 ,RMV Extension Stage 2,Ready to move,43 L,"4,663 / sq ft"
OWNER,2,1025 ,RR Nagar,Ready to move,47 L,"4,585 / sq ft"
OWNER,2,990 ,Krishnarajapura,Ready to move,50 L,"5,050 / sq ft"
OWNER,4,3000 ,Vasanth Nagar,Ready to move,4.35 Cr,"14,500 / sq ft"
OWNER,2,900 ,Indira Nagar,Ready to move,72.9 L,"8,100 / sq ft"
OWNER,3,1875 ,Kasturi Nagar,Ready to move,1.1 Cr,"5,866 / sq ft"
OWNER,2,1150 ,Hennur,Ready to move,49 L,"4,260 / sq ft"
OWNER,2,1050 ,Yelahanka,Under Construction,50 L,"4,761 / sq ft"
OWNER,2,1050 ,Yelahanka,Under Construction,50 L,"4,761 / sq ft"
OWNER,1,810 ,JP Nagar Phase 7,Ready to move,55 L,"6,790 / sq ft"
OWNER,3,1475 ,Gottigere,Ready to move,85 L,"5,762 / sq ft"
OWNER,3,2000 ,Horamavu,Ready to move,1.4 Cr,"7,000 / sq ft"
OWNER,2,975 ,Begur,Ready to move,43 L,"4,410 / sq ft"
OWNER,3,1550 ,Vidyaranyapura,Ready to move,90 L,"5,806 / sq ft"
OWNER,2,1170 ,Hosa Road,Ready to move,69 L,"5,897 / sq ft"
OWNER,2,922 ,RMV Extension Stage 2,Ready to move,43 L,"4,663 / sq ft"
OWNER,3,1648 ,Indira Nagar,Ready to move,1.55 Cr,"9,405 / sq ft"
OWNER,10,4500 ,Abbigere,Ready to move,1.75 Cr,"3,888 / sq ft"
OWNER,6,3500 ,Abbigere,Ready to move,1.39 Cr,"3,984 / sq ft"
OWNER,2,1032 ,Kumaraswamy Layout,Ready to move,42 L,"4,069 / sq ft"
OWNER,3,1080 ,Kumbalgodu,Ready to move,52 L,"4,814 / sq ft"
OWNER,2,1280 ,RR Nagar,Ready to move,65 L,"5,078 / sq ft"
OWNER,3,1707 ,Kanakapura Road Beyond Nice Ring Road,Ready to move,1.3 Cr,"7,615 / sq ft"
OWNER,3,1315 ,BTM Layout,Ready to move,60 L,"4,562 / sq ft"
OWNER,2,1050 ,Yelahanka,Under Construction,50 L,"4,761 / sq ft"
OWNER,2,1050 ,Yelahanka,Under Construction,50 L,"4,761 / sq ft"
OWNER,1,810 ,JP Nagar Phase 7,Ready to move,55 L,"6,790 / sq ft"
OWNER,3,1475 ,Gottigere,Ready to move,85 L,"5,762 / sq ft"
OWNER,2,1050 ,Kadugodi Industrial Area,Under Construction,42.37 L,"4,035 / sq ft"
OWNER,3,1340 ,Abbigere,Ready to move,70 L,"5,223 / sq ft"
OWNER,4,5100 ,Frazer Town,Ready to move,7.5 Cr,"14,705 / sq ft"
OWNER,3,1633 ,Shivaji Nagar,Ready to move,2.03 Cr,"12,477 / sq ft"
OWNER,4,2440 ,Gottigere,Ready to move,2.2 Cr,"9,016 / sq ft"
OWNER,4,3662 ,Bommenahalli,Ready to move,3.75 Cr,"10,240 / sq ft"
OWNER,4,5100 ,Frazer Town,Ready to move,7.5 Cr,"14,705 / sq ft"
OWNER,3,1633 ,Shivaji Nagar,Ready to move,2.03 Cr,"12,477 / sq ft"
OWNER,3,1200 ,Electronics City,Ready to move,50 L,"4,166 / sq ft"
OWNER,3,1000 ,Electronics City,Under Construction,36.85 L,"3,685 / sq ft"
OWNER,4,2800 ,Munnekollal,Ready to move,5.5 Cr,"19,642 / sq ft"
OWNER,3,1188 ,Basaveswarnagar,Ready to move,85 L,"7,154 / sq ft"
OWNER,2,770 ,Jnana Ganga Nagar,Under Construction,48 L,"6,233 / sq ft"
OWNER,3,1933 ,Mahadevapura,Ready to move,1.9 Cr,"9,829 / sq ft"
OWNER,3,1545 ,CV Raman Nagar,Ready to move,69 L,"4,466 / sq ft"
OWNER,3,1615 ,Jalahalli,Ready to move,75 L,"4,643 / sq ft"
OWNER,3,1340 ,Abbigere,Ready to move,70 L,"5,223 / sq ft"
OWNER,2,957 ,Medahalli,Ready to move,42 L,"4,388 / sq ft"
OWNER,2,1165 ,Yelahanka,Ready to move,58 L,"4,978 / sq ft"
OWNER,2,922 ,RMV Extension Stage 2,Ready to move,43 L,"4,663 / sq ft"
OWNER,2,929 ,Uttarahalli Hobli,Ready to move,54 L,"5,812 / sq ft"
OWNER,3,1330 ,Ulsoor,Ready to move,1.75 Cr,"13,157 / sq ft"
OWNER,2,1050 ,Yelahanka,Under Construction,50 L,"4,761 / sq ft"
OWNER,2,1050 ,Yelahanka,Under Construction,50 L,"4,761 / sq ft"
OWNER,3,1715 ,Yelahanka,Ready to move,1.01 Cr,"5,889 / sq ft"
OWNER,3,1340 ,Abbigere,Ready to move,70 L,"5,223 / sq ft"
OWNER,4,5100 ,Frazer Town,Ready to move,7.5 Cr,"14,705 / sq ft"
OWNER,3,1633 ,Shivaji Nagar,Ready to move,2.03 Cr,"12,477 / sq ft"
OWNER,3,2100 ,Banaswadi,Under Construction,1.69 Cr,"8,095 / sq ft"
OWNER,3,2100 ,Banaswadi,Under Construction,1.7 Cr,"8,095 / sq ft"
OWNER,1,1000 ,Yelahanka,Ready to move,38.5 L,"3,850 / sq ft"
OWNER,2,1167 ,Chickpet,Ready to move,45 L,"3,856 / sq ft"
OWNER,3,1050 ,JP Nagar Phase 8,Ready to move,65 L,"6,190 / sq ft"
OWNER,2,1050 ,JP Nagar Phase 8,Ready to move,65 L,"6,190 / sq ft"
OWNER,2,800 ,Krishnarajapura,Ready to move,1.3 Cr,"16,250 / sq ft"
OWNER,3,2100 ,Banaswadi,Ready to move,1.7 Cr,"8,095 / sq ft"
OWNER,3,1505 ,Whitefield,Ready to move,98 L,"6,511 / sq ft"
OWNER,9,4800 ,Nagasandra,Ready to move,1.4 Cr,"2,916 / sq ft"
OWNER,3,1860 ,Yelahanka,Ready to move,97 L,"5,215 / sq ft"
OWNER,2,1105 ,Horamavu,Ready to move,49.88 L,"4,514 / sq ft"
OWNER,2,945 ,Electronics City,Under Construction,43.5 L,"4,603 / sq ft"
OWNER,3,1705 ,Banashankari,Ready to move,1.4 Cr,"8,211 / sq ft"
OWNER,Residential Plot,1300 ,Nelamangala,Resale,32 L,"2,461 / sq ft"
OWNER,Residential Plot,1200 ,Sarjapur,Resale,36 L,"3,000 / sq ft"
OWNER,Residential Plot,1200 ,Kurubarahalli on Magadi Road,Resale,14.4 L,"1,200 / sq ft"
AGENT,Residential Plot,800 ,Sunkadakatte,Resale,45 L,"5,625 / sq ft"
OWNER,Residential Plot,1200 ,Jigani,Resale,30 L,"2,500 / sq ft"
OWNER,Residential Plot,1200 ,Electronic City Phase 1,Resale,45.6 L,"3,800 / sq ft"
OWNER,Residential Plot,1200 ,Medahalli,Resale,48 L,"4,000 / sq ft"
OWNER,Residential Plot,1200 ,Kodigehalli,Resale,90 L,"7,500 / sq ft"
OWNER,Residential Plot,1200 ,Vijaypura,Resale,20.33 L,"1,694 / sq ft"
OWNER,Residential Plot,2400 ,Chikkajala,Resale,72 L,"3,000 / sq ft"
OWNER,Residential Plot,1200 ,Sulikunte,Resale,34 L,"2,833 / sq ft"
OWNER,Residential Plot,1200 ,Electronics City,Resale,46.7 L,"3,891 / sq ft"
OWNER,Residential Plot,1200 ,Mylasandra,Resale,33 L,"2,750 / sq ft"
OWNER,Residential Plot,1200 ,Devanahalli,Resale,42 L,"3,500 / sq ft"
OWNER,Residential Plot,1200 ,Bharat Nagar,Resale,74 L,"6,166 / sq ft"
OWNER,Residential Plot,1200 ,Horamavu,Resale,48 L,"4,000 / sq ft"
OWNER,Residential Plot,1200 ,Krishnarajapura,Resale,48 L,"4,000 / sq ft"
OWNER,Residential Plot,1200 ,Attibele,Resale,16.8 L,"1,400 / sq ft"
OWNER,Residential Plot,1200 ,Rachamanahalli,Resale,11.98 L,999 / sq ft
OWNER,Residential Plot,1200 ,Kodathi,Resale,45 L,"3,750 / sq ft"
OWNER,Residential Plot,1500 ,Nelamangala,Resale,34 L,"2,266 / sq ft"
OWNER,Residential Plot,1500 ,Electronic City Phase 2,Resale,45 L,"3,000 / sq ft"
OWNER,Residential Plot,1200 ,Vijaypura,Resale,20.33 L,"1,694 / sq ft"
OWNER,Residential Plot,1200 ,Kambipura,Resale,26.4 L,"2,200 / sq ft"
OWNER,Residential Plot,1200 ,Devanahalli,Resale,42 L,"3,500 / sq ft"
OWNER,Residential Plot,1500 ,Electronic City Phase 2,Resale,45 L,"3,000 / sq ft"
AGENT,Residential Plot,1200 ,HSR Layout,Resale,2.3 Cr,"19,166 / sq ft"
AGENT,2,2100 ,kamakshipalya,Ready to move,1.26 Cr,"6,000 / sq ft"
AGENT,2,975 ,Kogilu,Under Construction,39.6 L,"3,452 / sq ft"
AGENT,1,645 ,Kogilu,Under Construction,27.97 L,"3,686 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,4,5500 ,Whitefield Hope Farm Junction,Under Construction,6.57 Cr,"11,945 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,4,5500 ,Whitefield Hope Farm Junction,Under Construction,6.57 Cr,"11,945 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,4,5500 ,Whitefield Hope Farm Junction,Under Construction,6.57 Cr,"11,945 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,6,2000 ,Vidyaranyapura,Ready to move,85 L,"4,250 / sq ft"
AGENT,9,3500 ,BTM Layout,Ready to move,2.4 Cr,"6,857 / sq ft"
AGENT,9,3500 ,BTM Layout,Ready to move,2.4 Cr,"6,857 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,2,1305 ,Whitefield Hope Farm Junction,Under Construction,87 L,"6,666 / sq ft"
AGENT,2,1470 ,Harlur,Under Construction,1 Cr,"6,802 / sq ft"
AGENT,2,1470 ,Harlur,Under Construction,1 Cr,"6,802 / sq ft"
AGENT,2,1196 ,RR Nagar,Ready to move,51.48 L,"4,304 / sq ft"
AGENT,2,1470 ,Harlur,Under Construction,1 Cr,"6,802 / sq ft"
AGENT,2,1255 ,RR Nagar,Ready to move,52 L,"4,143 / sq ft"
AGENT,4,3350 ,Bagaluru Near Yelahanka,Under Construction,3.1 Cr,"9,253 / sq ft"
AGENT,3,1750 ,Kumaraswamy Layout,Under Construction,1.22 Cr,"6,971 / sq ft"
AGENT,2,991 ,Electronic City Phase 1,Under Construction,70 L,"7,063 / sq ft"
AGENT,3,2475 ,Hebbal,Under Construction,1.61 Cr,"6,505 / sq ft"
AGENT,2,1285 ,Sarjapur Road Post Railway Crossing,Under Construction,75.82 L,"5,900 / sq ft"
AGENT,4,5260 ,Hebbal,Ready to move,5.51 Cr,"10,475 / sq ft"
AGENT,4,3360 ,ITPL,Ready to move,2.6 Cr,"7,738 / sq ft"
AGENT,2,1470 ,Harlur,Under Construction,1 Cr,"6,802 / sq ft"
AGENT,2,1470 ,Harlur,Under Construction,1 Cr,"6,802 / sq ft"
AGENT,2,1470 ,Harlur,Under Construction,1 Cr,"6,802 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,2753 ,Hoodi,Under Construction,2.4 Cr,"8,717 / sq ft"
AGENT,4,3112 ,JP Nagar Phase 7,Ready to move,2.94 Cr,"9,447 / sq ft"
AGENT,3,1332 ,Jalahalli,Under Construction,75 L,"5,630 / sq ft"
AGENT,3,1657 ,Dasarahalli on Tumkur Road,Under Construction,1.17 Cr,"7,060 / sq ft"
AGENT,2,1190 ,Hebbal,Under Construction,74.97 L,"6,300 / sq ft"
AGENT,4,3265 ,Hebbal,Ready to move,3.3 Cr,"10,107 / sq ft"
AGENT,3,1687 ,Horamavu,Ready to move,96.4 L,"5,714 / sq ft"
AGENT,3,1060 ,Yelahanka,Under Construction,69 L,"6,509 / sq ft"
AGENT,3,1837 ,Jakkur,Under Construction,1.93 Cr,"10,506 / sq ft"
AGENT,3,1507 ,Talaghattapura,Under Construction,1.33 Cr,"8,825 / sq ft"
AGENT,3,2241 ,Talaghattapura,Under Construction,1.6 Cr,"7,139 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,943 ,Kumbalgodu,Under Construction,51.44 L,"5,454 / sq ft"
AGENT,3,1660 ,Konanakunte,Ready to move,90.2 L,"5,433 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1330 ,ITPL,Ready to move,1.18 Cr,"8,872 / sq ft"
AGENT,3,1600 ,Krishnarajapura,Ready to move,68.78 L,"4,298 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,2,1415 ,Electronic City Phase 2,Ready to move,95 L,"6,713 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,2378 ,Banashankari,Ready to move,2.14 Cr,"8,999 / sq ft"
AGENT,2,1325 ,Whitefield Hope Farm Junction,Under Construction,89 L,"6,716 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,3,1630 ,Harlur,Under Construction,1.19 Cr,"7,300 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,1700 ,Krishnarajapura,Under Construction,1.3 Cr,"7,647 / sq ft"
AGENT,4,3606 ,Whitefield Hope Farm Junction,Ready to move,3.3 Cr,"9,151 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,1835 ,Jakkur,Under Construction,1.52 Cr,"8,283 / sq ft"
AGENT,2,1434 ,JP Nagar Phase 5,Under Construction,1.15 Cr,"8,019 / sq ft"
AGENT,9,3500 ,BTM Layout,Ready to move,2.4 Cr,"6,857 / sq ft"
AGENT,9,3500 ,BTM Layout,Ready to move,2.4 Cr,"6,857 / sq ft"
AGENT,9,3500 ,BTM Layout,Ready to move,2.4 Cr,"6,857 / sq ft"
AGENT,3,1667 ,Banaswadi,Ready to move,91.68 L,"5,499 / sq ft"
AGENT,3,1545 ,Dodda Banaswadi,Ready to move,84.97 L,"5,500 / sq ft"
AGENT,3,1545 ,Dodda Banaswadi,Ready to move,84.97 L,"5,500 / sq ft"
AGENT,3,1600 ,Banaswadi,Ready to move,88 L,"5,500 / sq ft"
AGENT,2,1071 ,Hosakerehalli,Under Construction,57.78 L,"5,394 / sq ft"
AGENT,3,1545 ,Dodda Banaswadi,Ready to move,84.97 L,"5,500 / sq ft"
AGENT,2,1060 ,Dodda Banaswadi,Ready to move,60 L,"5,660 / sq ft"
AGENT,3,2450 ,Cooke Town,Ready to move,2.4 Cr,"9,795 / sq ft"
AGENT,3,1410 ,Banaswadi,Ready to move,77.55 L,"5,500 / sq ft"
AGENT,3,1410 ,Banaswadi,Ready to move,77.55 L,"5,500 / sq ft"
AGENT,3,2450 ,Cooke Town,Ready to move,2.4 Cr,"9,795 / sq ft"
AGENT,3,2450 ,Cooke Town,Ready to move,2.4 Cr,"9,795 / sq ft"
AGENT,3,1410 ,Banaswadi,Ready to move,77.55 L,"5,500 / sq ft"
AGENT,10,8600 ,Munnekollal,Ready to move,2.98 Cr,"3,465 / sq ft"
AGENT,10,8600 ,Munnekollal,Ready to move,2.98 Cr,"3,465 / sq ft"
AGENT,3,2450 ,Cooke Town,Ready to move,2.4 Cr,"9,795 / sq ft"
AGENT,3,2450 ,Cooke Town,Ready to move,2.4 Cr,"9,795 / sq ft"
AGENT,3,1760 ,Harlur,Ready to move,1.45 Cr,"8,238 / sq ft"
AGENT,3,1760 ,Harlur,Ready to move,1.45 Cr,"8,238 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,4,5120 ,Yelahanka,Ready to move,7 Cr,"13,671 / sq ft"
AGENT,4,2890 ,Anagalapura Near Hennur Main Road,Under Construction,2.46 Cr,"8,512 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,3,1085 ,Harlur,Ready to move,88.64 L,"8,169 / sq ft"
AGENT,3,1520 ,Talaghattapura,Under Construction,70.48 L,"4,636 / sq ft"
AGENT,1,1020 ,Devanahalli,Ready to move,48 L,"4,705 / sq ft"
AGENT,3,3435 ,Kumaraswamy Layout,Under Construction,2.4 Cr,"6,986 / sq ft"
AGENT,3,1721 ,Yelahanka,Ready to move,80.03 L,"4,650 / sq ft"
AGENT,4,3122 ,Yelahanka,Ready to move,2.18 Cr,"6,982 / sq ft"
AGENT,2,1196 ,RR Nagar,Ready to move,51.48 L,"4,304 / sq ft"
AGENT,3,1760 ,Harlur,Ready to move,1.45 Cr,"8,238 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,10,8600 ,Munnekollal,Ready to move,3 Cr,"3,488 / sq ft"
AGENT,3,1565 ,Basavanagudi,Ready to move,1.07 Cr,"6,878 / sq ft"
AGENT,3,1565 ,Basavanagudi,Ready to move,1.07 Cr,"6,878 / sq ft"
AGENT,3,1565 ,Basavanagudi,Ready to move,1.07 Cr,"6,878 / sq ft"
AGENT,3,1565 ,Basavanagudi,Ready to move,1.07 Cr,"6,878 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,3,1400 ,Banashankari,Ready to move,74.65 L,"5,332 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,3,1400 ,Banashankari,Ready to move,74.65 L,"5,332 / sq ft"
AGENT,3,1400 ,Banashankari,Ready to move,74.65 L,"5,332 / sq ft"
AGENT,2,1410 ,RR Nagar,Ready to move,63.13 L,"4,477 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,10,8600 ,Munnekollal,Ready to move,3 Cr,"3,488 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.78 L,"5,400 / sq ft"
AGENT,2,1071 ,Hosakerehalli,Under Construction,57.78 L,"5,394 / sq ft"
AGENT,2,1071 ,Hosakerehalli,Under Construction,57.78 L,"5,394 / sq ft"
AGENT,3,1565 ,Basavanagudi,Ready to move,1.07 Cr,"6,878 / sq ft"
AGENT,2,1071 ,Hosakerehalli,Under Construction,57.78 L,"5,394 / sq ft"
AGENT,2,1071 ,Hosakerehalli,Under Construction,57.78 L,"5,394 / sq ft"
AGENT,3,1165 ,Hosakerehalli,Under Construction,62.91 L,"5,400 / sq ft"
AGENT,10,8600 ,Munnekollal,Ready to move,3 Cr,"3,488 / sq ft"
AGENT,3,1165 ,Hosakerehalli,Under Construction,62.91 L,"5,400 / sq ft"
AGENT,3,1165 ,Hosakerehalli,Under Construction,62.91 L,"5,400 / sq ft"
AGENT,2,1183 ,Jakkur,Ready to move,56 L,"4,733 / sq ft"
AGENT,3,1400 ,Banashankari,Ready to move,74.65 L,"5,332 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.77 L,"5,399 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.77 L,"5,399 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1216 ,Anjanapura,Under Construction,57.76 L,"4,750 / sq ft"
AGENT,2,1070 ,Hosakerehalli,Under Construction,57.77 L,"5,399 / sq ft"
